,ij_grid,latitude,longitude,thickness,thickness_uncertainty,x_proj,y_proj,i_grid,j_grid,survey_id,date,rgi_id,topo,topo_smoothed,slope,slope_factor,aspect,dis_from_border,catchment_area,lin_mb_above_z,oggm_mb_above_z,consensus_ice_thickness,millan_ice_thickness,itslive_v,hugonnet_dhdt,millan_v,glacier_cenlon,glacier_cenlat,glacier_area_km2,glacier_outline_year,glacier_is_tidewater,glacier_median_elev,glacier_min_elev,glacier_max_elev,glacier_length,glacier_oggm_volume,glacier_reference_mb,glacier_aar,glacier_avg_temp,glacier_avg_prcpsol,glacier_avg_prcp,glacier_avg_meltingtemp
2694,0061_0055,51.42313834,-117.7087294,56.5,6.0,450722.72285114013,5697119.449376445,61,55,258,2016-05-03,RGI60-02.04264,2752.3843,2754.7322,0.37892997,1.7900478,0.38536146,220.61731,462384.0,440313280.0,621391740.0,44.291836,58.032112,3.8139558,-0.17669708,17.898497,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2695,0062_0026,51.433142499999995,-117.7084078,10.6,0.4,450755.8383219098,5698231.796577794,62,26,258,2016-05-03,RGI60-02.04264,2293.0322,2303.906,0.3635047,1.8352447,0.66355735,0.0,3530241.0,768639600.0,1252055200.0,26.059484,63.540634,2.1477056,-0.20561865,,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2696,0062_0027,51.433034925,-117.70809575,20.5,1.625,450777.41426990833,5698219.623477422,62,27,258,2016-05-03,RGI60-02.04264,2304.7942,2316.293,0.3996527,1.7337655,0.6287985,39.0,3443544.0,816316800.0,1325795700.0,32.03725,69.29633,2.650865,-0.03391707,,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2697,0062_0037,51.429359758333334,-117.70823041666667,87.16666666666667,4.416666666666667,450764.1028923194,5697810.998175867,62,37,258,2016-05-03,RGI60-02.04264,2428.614,2432.7427,0.26263767,2.2304156,0.6016907,391.94516,2635893.0,1103803500.0,1738192100.0,74.58624,51.74293,4.0347,-0.7516828,12.330997,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2698,0062_0055,51.42305837894737,-117.70821357894738,57.26315789473684,6.0,450758.5010404455,5697110.210198708,62,55,258,2016-05-03,RGI60-02.04264,2752.2678,2749.1958,0.36098218,1.8429288,0.38692492,249.72185,495846.0,466330900.0,659796500.0,45.38216,53.934326,4.0698323,-0.13503148,20.89873,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2699,0062_0056,51.42280092857143,-117.70798857142857,61.857142857142854,6.142857142857143,450773.8688692609,5697081.42798165,62,56,258,2016-05-03,RGI60-02.04264,2764.8418,2763.298,0.3935383,1.7498782,0.4009125,220.61731,416754.0,403790340.0,567818100.0,41.441547,51.05963,3.3407965,0.06348798,18.800957,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2700,0063_0024,51.43390738333333,-117.70762583333334,46.0,2.1666666666666665,450811.0166844478,5698316.334171905,63,24,258,2016-05-03,RGI60-02.04264,2268.6362,2276.5867,0.27003393,2.1935575,0.380372,39.0,3699072.0,666186940.0,1091338200.0,31.835138,63.349102,2.916705,-0.69116205,7.443066,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2701,0063_0025,51.43363171111111,-117.7078603888889,30.055555555555557,2.5555555555555554,450794.41611685575,5698285.834091665,63,25,258,2016-05-03,RGI60-02.04264,2276.6948,2286.4407,0.27861655,2.1527612,0.42453477,39.0,3641274.0,702784000.0,1149076500.0,34.638367,64.472,3.1908665,-0.63325197,4.897393,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2702,0063_0026,51.4333009875,-117.707965125,24.75,2.75,450786.78030667535,5698249.124596148,63,26,258,2016-05-03,RGI60-02.04264,2289.6558,2296.9185,0.30364883,2.0444524,0.43478474,39.0,3578913.0,740531460.0,1208273700.0,36.953575,67.82041,3.4709146,-0.4340906,,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2703,0063_0027,51.432967670000004,-117.70780669999999,25.4,1.4,450797.43482261954,5698211.949921494,63,27,258,2016-05-03,RGI60-02.04264,2301.402,2308.6072,0.33993417,1.9105706,0.44709072,55.154327,3493737.0,789146430.0,1283871100.0,39.74963,71.72816,3.8609245,-0.2349293,4.191049,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2704,0063_0028,51.43266198571428,-117.70766185714285,29.0,3.0,450807.1750343215,5698177.857467859,63,28,258,2016-05-03,RGI60-02.04264,2313.4377,2321.7927,0.38251224,1.7799705,0.47718903,87.20665,3410082.0,833711170.0,1352466000.0,43.698418,76.75703,4.3456807,-0.11560386,6.694533,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2705,0063_0037,51.42951597142858,-117.707681,79.28571428571429,4.0,450802.4654639976,5697828.001646625,63,37,258,2016-05-03,RGI60-02.04264,2421.517,2426.2734,0.2983508,2.0661588,0.6371256,397.7235,2684565.0,1094641800.0,1727257200.0,72.92688,58.597965,4.3638077,-0.8121264,10.916586,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2706,0063_0054,51.423342375,-117.70740125,59.75,6.0,450815.2858211416,5697141.247895124,63,54,258,2016-05-03,RGI60-02.04264,2734.0176,2731.0947,0.33084294,1.9419,0.38881364,297.01514,597753.0,541866700.0,772362300.0,49.40124,51.613365,5.828656,-0.26860678,25.176134,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2707,0063_0055,51.42322457777777,-117.70767800000002,59.333333333333336,6.0,450795.9174507229,5697128.333445017,63,55,258,2016-05-03,RGI60-02.04264,2746.1729,2743.6206,0.34890375,1.8809472,0.4102762,261.61996,529308.0,491781400.0,697534500.0,46.355083,49.131992,4.0962615,-0.09122401,21.90848,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2708,0063_0056,51.4226225,-117.707854,61.0,6.0,450783.0337862533,5697061.49455914,63,56,258,2016-05-03,RGI60-02.04264,2757.3276,2757.1152,0.38221768,1.7807934,0.39512774,227.40712,456300.0,435517250.0,614333400.0,42.214733,48.65835,3.3587098,0.16555873,15.639691,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2709,0063_0057,51.422487225,-117.70755116666668,59.333333333333336,6.0,450803.9442657451,5697046.247315135,63,57,258,2016-05-03,RGI60-02.04264,2766.5728,2772.5596,0.43017578,1.6588702,0.3395333,195.0,377208.0,371214750.0,520338050.0,38.317192,42.54081,2.6219842,0.48854885,11.199285,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2710,0064_0024,51.433990853846154,-117.70716653846154,54.92307692307692,3.0,450843.03275169124,5698325.308738837,64,24,258,2016-05-03,RGI60-02.04264,2270.5867,2274.3806,0.24058746,2.3509111,0.12687263,78.0,3711240.0,658253700.0,1078778900.0,41.758083,70.65736,4.1628413,-0.57439065,9.148159,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2711,0064_0026,51.433198000000004,-117.70696699999999,49.0,3.0,450856.0523117457,5698237.001457389,64,26,258,2016-05-03,RGI60-02.04264,2289.4844,2293.6113,0.26398575,2.2235746,0.20542371,78.0,3592602.0,732405900.0,1195566200.0,46.682293,72.30496,4.7882366,-0.38673234,7.9218574,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2712,0064_0027,51.433030422222224,-117.7072508888889,40.44444444444444,2.0,450836.1384586546,5698218.555543799,64,27,258,2016-05-03,RGI60-02.04264,2300.7227,2304.3665,0.29114828,2.0966766,0.27013445,87.20665,3522636.0,772944300.0,1258741000.0,47.897247,75.82099,5.103949,-0.25115705,12.052912,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2713,0064_0028,51.432489775,-117.70735575,35.75,3.5,450828.26882726,5698158.500429698,64,28,258,2016-05-03,RGI60-02.04264,2311.0762,2316.1375,0.3258958,1.9595338,0.3565495,110.308655,3445065.0,815510800.0,1324555800.0,49.882755,81.48008,5.3894067,-0.16472013,19.072233,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2714,0064_0029,51.432290783333336,-117.70705383333332,44.833333333333336,4.666666666666667,450849.0427533877,5698136.16798083,64,29,258,2016-05-03,RGI60-02.04264,2322.7866,2329.0684,0.36593935,1.8279089,0.44808933,140.6165,3356847.0,860468030.0,1393264300.0,52.381214,80.808235,5.6418996,-0.09462513,21.806107,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2715,0064_0036,51.4296377,-117.706884,67.0,4.0,450858.0023691044,5697841.004311212,64,36,258,2016-05-03,RGI60-02.04264,2410.6023,2409.4922,0.30991223,2.01956,0.84431064,369.98648,2787993.0,1071436160.0,1697786200.0,75.772224,61.419853,3.8479388,-0.5264987,19.404425,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2716,0064_0037,51.42958595555555,-117.70717355555556,72.55555555555556,4.0,450837.81739169353,5697835.444034184,64,37,258,2016-05-03,RGI60-02.04264,2412.7031,2418.473,0.33317083,1.9337478,0.65970576,407.17197,2733237.0,1084277000.0,1714323600.0,71.3801,52.319305,4.673339,-0.46577513,10.541785,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2717,0064_0053,51.4236854,-117.706806,62.0,6.0,450857.0402560278,5697178.996382148,64,53,258,2016-05-03,RGI60-02.04264,2716.4172,2714.3801,0.30755055,2.0288508,0.38038743,321.60223,701181.0,612922750.0,879779200.0,51.183216,50.493813,10.240358,-0.15662056,24.73308,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2718,0064_0054,51.42353403333333,-117.70706008333333,62.583333333333336,6.166666666666667,450839.2120665907,5697162.33331469,64,54,258,2016-05-03,RGI60-02.04264,2726.0083,2725.872,0.319125,1.9843739,0.4233105,283.9243,622089.0,559055000.0,798213060.0,49.844013,46.415607,6.000269,-0.057376564,21.075445,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2719,0064_0056,51.4227098,-117.7068055,59.5,6.0,450856.0286237658,5697070.4995787535,64,56,258,2016-05-03,RGI60-02.04264,2747.2769,2751.2288,0.38035867,1.7860105,0.35741097,210.02142,483678.0,456942140.0,645914900.0,42.5229,45.158905,3.3059149,0.26705298,13.466417,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2720,0064_0057,51.4225273,-117.70709919999999,64.6,6.8,450835.4121540631,5697050.400748559,64,57,258,2016-05-03,RGI60-02.04264,2756.85,2767.0938,0.43822324,1.6405246,0.26080158,174.4133,398502.0,388874270.0,546039000.0,38.142834,40.380173,2.5741842,0.59725446,10.374071,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2721,0065_0025,51.43367338,-117.7068624,53.0,3.0,450863.83336690784,5698289.798408925,65,25,258,2016-05-03,RGI60-02.04264,2279.8179,2283.2683,0.23231521,2.4007857,0.011100071,117.0,3662568.0,689467650.0,1128101000.0,53.15586,74.074356,5.5103784,-0.4113633,9.980898,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2722,0065_0026,51.43335864000001,-117.7068694,51.0,3.0,450863.00911434286,5698254.800808865,65,26,258,2016-05-03,RGI60-02.04264,2291.0947,2292.618,0.24056886,2.35102,0.059287023,117.0,3600207.0,727849300.0,1188430600.0,54.691254,74.65159,5.7587156,-0.33937407,11.995769,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2723,0065_0029,51.43213335,-117.706814,50.75,5.25,450865.5457290696,5698118.49894966,65,29,258,2016-05-03,RGI60-02.04264,2318.961,2323.5337,0.30842534,2.025396,0.40761244,165.46298,3397914.0,839928060.0,1361971600.0,57.343212,80.40575,6.017659,-0.16642086,29.196157,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2724,0065_0030,51.43197975,-117.7065655,59.125,6.125,450882.65540853376,5698101.250477831,65,30,258,2016-05-03,RGI60-02.04264,2330.1846,2335.4062,0.347072,1.8868972,0.5226236,195.0,3312738.0,881781950.0,1425543800.0,59.530006,78.45186,5.9846177,-0.14997868,36.24905,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2725,0065_0036,51.42971692,-117.70656269999999,62.1,3.0,450880.42356662947,5697849.59897411,65,36,258,2016-05-03,RGI60-02.04264,2398.8708,2399.6987,0.33247465,1.9361762,0.8078728,384.10547,2865564.0,1050908160.0,1670406300.0,73.41677,57.44545,4.0954356,-0.24454667,23.837183,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2726,0065_0052,51.42405743333333,-117.706251,59.666666666666664,6.0,450896.0267027924,5697219.998196074,65,52,258,2016-05-03,RGI60-02.04264,2700.1963,2698.9932,0.29021853,2.1007042,0.36928445,353.16003,803088.0,677990000.0,979433500.0,51.98157,55.83671,14.261518,0.14216045,27.801592,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2727,0065_0053,51.42383906,-117.70652809999999,63.6,6.6,450876.52666053094,5697195.898607305,65,53,258,2016-05-03,RGI60-02.04264,2709.704,2709.6313,0.29445806,2.0825045,0.42870992,314.42804,728559.0,630866700.0,907140300.0,51.059086,47.744377,10.184405,0.13274844,23.081875,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2728,0065_0055,51.4230454,-117.70632875,58.0,6.0,450889.5362368269,5697107.502068697,65,55,258,2016-05-03,RGI60-02.04264,2727.7783,2732.385,0.34109038,1.9066823,0.38149208,237.22774,590148.0,536422620.0,764195100.0,46.51759,41.49591,3.9798555,0.1749589,11.743264,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2729,0065_0056,51.42284726666667,-117.70662566666665,57.333333333333336,6.0,450868.67964073055,5697085.666671253,65,56,258,2016-05-03,RGI60-02.04264,2739.626,2746.2046,0.3887991,1.762645,0.27531168,198.86176,517140.0,482589060.0,683885500.0,42.479862,41.824993,3.2522938,0.36854726,10.137961,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2730,0066_0025,51.4335887,-117.70591974999999,59.25,6.0,450929.2683791763,5698279.749446871,66,25,258,2016-05-03,RGI60-02.04264,2283.2744,2283.522,0.22761928,2.4303823,0.0018647618,156.0,3659526.0,691379600.0,1131114400.0,59.735435,78.144196,5.8838854,-0.3659272,16.580057,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2731,0066_0026,51.433296027272725,-117.70602454545455,60.63636363636363,6.0,450921.67019825574,5698247.271449133,66,26,258,2016-05-03,RGI60-02.04264,2294.2798,2292.4775,0.22462992,2.4497368,0.037571248,156.0,3601728.0,726935200.0,1186998500.0,60.872528,74.93269,6.085653,-0.32788068,16.686974,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2732,0066_0027,51.43297794705882,-117.70600094117647,66.17647058823529,6.764705882352941,450922.970174948,5698211.881880429,66,27,258,2016-05-03,RGI60-02.04264,2303.5728,2301.3313,0.22435209,2.4515567,0.12612776,160.80112,3546972.0,759077950.0,1237184400.0,61.211514,76.27287,6.2243505,-0.28983417,19.961409,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2733,0066_0028,51.432631811111115,-117.70591800000001,69.66666666666667,7.333333333333333,450928.36486263387,5698173.332485575,66,28,258,2016-05-03,RGI60-02.04264,2310.8462,2310.1353,0.2328299,2.3976002,0.25757635,174.4133,3483090.0,795009200.0,1292940700.0,61.81499,77.42777,6.15609,-0.25063217,26.455746,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2734,0066_0029,51.4321169,-117.705814,73.0,8.0,450935.04272124433,5698115.999490408,66,29,258,2016-05-03,RGI60-02.04264,2316.367,2319.2173,0.25656974,2.2619174,0.39876494,195.0,3434418.0,821126850.0,1333187100.0,62.648537,76.94849,6.068922,-0.21104588,32.963703,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2735,0066_0030,51.431936416666666,-117.70604383333334,70.41666666666667,7.416666666666667,450918.87253353256,5698096.0818386795,66,30,258,2016-05-03,RGI60-02.04264,2323.691,2328.9932,0.2918559,2.093625,0.519265,220.61731,3358368.0,859720500.0,1392128900.0,64.22462,76.36837,5.952067,-0.19686814,35.205593,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2736,0066_0035,51.430048379999995,-117.70587459999999,62.6,3.0,450928.6141830991,5697885.999660901,66,35,258,2016-05-03,RGI60-02.04264,2379.2324,2380.5574,0.33375224,1.9317259,0.8028128,367.92526,2994849.0,1010772740.0,1614744300.0,73.252716,66.45406,4.67774,-0.16019534,37.089836,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2737,0066_0036,51.4298992,-117.706115,61.285714285714285,3.0,450911.7422418994,5697869.570346251,66,36,258,2016-05-03,RGI60-02.04264,2385.9897,2390.0247,0.3350076,1.9273794,0.7161091,401.52957,2927925.0,1032417150.0,1645030700.0,71.24503,56.097687,4.3641443,0.038944036,26.152336,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2738,0066_0052,51.42409741428571,-117.70601114285715,55.714285714285715,6.0,450912.7460564252,5697224.283800346,66,52,258,2016-05-03,RGI60-02.04264,2696.4902,2694.4597,0.28525358,2.1225667,0.4499764,351.0,827424.0,692894600.0,1002420900.0,52.103767,53.199097,13.724869,0.3109387,26.168955,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2739,0066_0053,51.4239948,-117.70570333333335,56.0,6.0,450934.0371804286,5697212.665929048,66,53,258,2016-05-03,RGI60-02.04264,2704.228,2704.5466,0.29055354,2.0992506,0.47169015,312.0,760500.0,651334460.0,938469760.0,50.252243,43.83211,9.813373,0.29907197,18.54308,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2740,0066_0054,51.423434500000006,-117.70576960000001,57.0,6.0,450928.8297678043,5697150.39933389,66,54,258,2016-05-03,RGI60-02.04264,2711.9624,2715.236,0.31348595,2.0057147,0.42624953,273.0,695097.0,608872800.0,873621250.0,48.68749,36.215473,5.941865,0.28596652,11.544808,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2741,0066_0055,51.42322905,-117.706069,59.5,6.0,450907.79301371984,5697127.7517536655,66,55,258,2016-05-03,RGI60-02.04264,2721.8284,2727.5698,0.35303256,1.8677173,0.31724304,234.0,614484.0,553721600.0,790181060.0,45.738457,35.049187,3.5987935,0.27286106,8.2844305,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2742,0067_0025,51.43367263846154,-117.70567992307693,58.23076923076923,6.0,450946.0292333929,5698288.923680401,67,25,258,2016-05-03,RGI60-02.04264,2286.544,2283.2346,0.22817907,2.4268029,0.11340787,195.0,3664089.0,688511400.0,1126593500.0,64.64008,83.57889,6.265096,-0.39760134,20.00733,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2743,0067_0026,51.43340545,-117.70574075,58.75,6.0,450941.51482598484,5698259.250321021,67,26,258,2016-05-03,RGI60-02.04264,2296.7131,2291.9485,0.21540219,2.5121753,0.14132248,195.0,3606291.0,724189400.0,1182696000.0,66.227646,77.46568,6.420293,-0.3586042,21.425076,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2744,0067_0027,51.4328096,-117.705767,69.0,7.0,450939.0518807285,5698193.003307442,67,27,258,2016-05-03,RGI60-02.04264,2304.5945,2300.1306,0.20610334,2.5795798,0.21508026,198.86176,3559140.0,752063040.0,1226261100.0,66.691086,76.306274,6.523135,-0.31960708,24.34995,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2745,0067_0028,51.43259256428571,-117.70553985714285,71.78571428571429,6.428571428571429,450954.6090148056,5698168.714679213,67,28,258,2016-05-03,RGI60-02.04264,2309.985,2307.8804,0.20579402,2.5819056,0.3196785,210.02142,3495258.0,788302660.0,1282564400.0,67.16181,75.75973,6.3405666,-0.27292535,29.397917,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2746,0067_0029,51.43235315,-117.705591375,73.5,6.375,450950.7713988631,5698142.123875294,67,29,258,2016-05-03,RGI60-02.04264,2314.04,2315.5881,0.22004147,2.4802604,0.4245474,227.40712,3448107.0,813895500.0,1322070900.0,67.91938,74.78293,6.139091,-0.22368799,34.99229,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
2747,0067_0033,51.4307448,-117.7052035,72.5,4.0,450976.01290871366,5697962.999436051,67,33,258,2016-05-03,RGI60-02.04264,2344.702,2352.2534,0.30831867,2.0258164,0.6604613,330.92596,3189537.0,936827840.0,1507738800.0,73.523865,66.39653,5.3240805,-0.34574294,37.549786,-117.71,51.4292,4.425,2004,False,2487.6628,1983.7872,2906.216,2262.0,0.1946937800942394,-423.6,0.4558128372070228,-5.174329684836335,2431.105188869631,3024.2814620410536,17.056756613160513
