,ij_grid,latitude,longitude,thickness,thickness_uncertainty,x_proj,y_proj,i_grid,j_grid,survey_id,date,rgi_id,topo,topo_smoothed,slope,slope_factor,aspect,dis_from_border,catchment_area,lin_mb_above_z,oggm_mb_above_z,consensus_ice_thickness,millan_ice_thickness,itslive_v,hugonnet_dhdt,millan_v,glacier_cenlon,glacier_cenlat,glacier_area_km2,glacier_outline_year,glacier_is_tidewater,glacier_median_elev,glacier_min_elev,glacier_max_elev,glacier_length,glacier_oggm_volume,glacier_reference_mb,glacier_aar,glacier_avg_temp,glacier_avg_prcpsol,glacier_avg_prcp,glacier_avg_meltingtemp
1128,0085_0055,50.807092309090905,-116.90631018181817,81.95454545454545,4.2272727272727275,506601.39964753954,5628377.363661683,85,55,258,2015-04-26,RGI60-02.02171,2422.7659,2424.2344,0.1382804,3.2775068,5.259363,96.16652,11592368.0,4352538000.0,6401953000.0,128.00607,133.22206,12.280636,-0.97640604,12.653095,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1129,0085_0056,50.806815639999996,-116.90627719999999,87.46666666666667,4.333333333333333,506603.7626085244,5628346.600996968,85,56,258,2015-04-26,RGI60-02.02171,2429.6223,2429.789,0.12707716,3.4479384,5.437594,152.05263,11435152.0,4409811000.0,6471799300.0,134.92447,157.48589,17.639868,-0.7879718,27.466013,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1130,0085_0059,50.80491233,-116.90629779999999,141.9,7.35,506602.57937634,5628134.951027695,85,59,258,2015-04-26,RGI60-02.02171,2449.025,2445.8342,0.0893056,3.8724234,5.436083,245.17749,10861776.0,4599764000.0,6696979500.0,153.79704,158.66728,28.073818,-0.6974326,27.703684,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1131,0085_0060,50.80413237333333,-116.90651533333333,171.86666666666667,9.0,506587.3608899561,5628048.200415823,85,60,258,2015-04-26,RGI60-02.02171,2451.6577,2449.3533,0.08247281,3.8724234,5.3238606,288.49957,10760048.0,4630503400.0,6732327000.0,154.52028,150.17183,34.295185,-0.7319075,27.900728,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1132,0085_0061,50.803636067647055,-116.90630820588235,177.8235294117647,11.264705882352942,506602.0258988693,5627993.029730556,85,61,258,2015-04-26,RGI60-02.02171,2453.1426,2452.2878,0.08591448,3.8724234,5.2557254,340.0,10667568.0,4657613000.0,6763171300.0,151.43678,152.37288,37.802204,-0.9628053,29.998856,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1133,0085_0062,50.80324893846154,-116.90610146153846,168.46153846153845,11.153846153846153,506616.6489480586,5627949.999423584,85,62,258,2015-04-26,RGI60-02.02171,2454.6003,2455.409,0.09998035,3.8724234,5.28916,384.66608,10598208.0,4677205500.0,6785167000.0,140.9724,145.69772,41.413868,-1.034588,36.94678,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1134,0085_0064,50.80201108666667,-116.9062904,160.0,8.066666666666666,506603.5096880082,5627812.333476526,85,64,258,2015-04-26,RGI60-02.02171,2460.602,2466.5212,0.16259256,2.9739907,5.6096425,456.15787,10242160.0,4770619000.0,6887094300.0,109.12472,135.6324,50.386276,-0.96429425,40.930016,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1135,0085_0077,50.793921861904764,-116.90632419047618,163.66666666666666,17.0,506602.26816105755,5626912.809652703,85,77,258,2015-04-26,RGI60-02.02171,2723.074,2720.5576,0.18493004,2.7529323,0.09151305,430.06976,4411296.0,4097076500.0,5404641000.0,88.97669,147.5075,37.90545,-0.21235433,62.39775,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1136,0085_0078,50.7930285,-116.90596533333333,169.83333333333334,17.5,506627.68677180045,5626813.500064626,85,78,258,2015-04-26,RGI60-02.02171,2736.6836,2733.232,0.18424506,2.7590685,0.19388741,456.15787,4184720.0,3975550500.0,5222042000.0,96.46889,154.45764,40.924126,-0.26296878,66.76979,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1137,0085_0079,50.792492214999996,-116.90612745000001,185.7,19.4,506616.3362705683,5626753.85078858,85,79,258,2015-04-26,RGI60-02.02171,2748.858,2745.4275,0.17879999,2.8091795,0.30020776,480.8326,3944272.0,3837736200.0,5018148000.0,106.19306,168.03188,42.152966,-0.37256825,79.851685,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1138,0085_0080,50.79216405,-116.90641616666666,193.83333333333334,19.916666666666668,506596.0330804058,5626717.333138987,85,80,258,2015-04-26,RGI60-02.02171,2759.4792,2756.712,0.16999677,2.8955803,0.39599055,476.0,3736192.0,3711025700.0,4833224700.0,114.61992,179.27061,41.712265,-0.52783567,92.113884,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1139,0085_0081,50.7911227,-116.90678,180.0,9.0,506570.5351810091,5626601.502845921,85,81,258,2015-04-26,RGI60-02.02171,2768.6606,2766.9658,0.15983793,3.0046375,0.45969358,476.0,3518864.0,3571572200.0,4632018400.0,128.00658,186.82968,40.05697,-0.5777091,93.40757,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1140,0085_0082,50.790744589999996,-116.9063012,151.1,12.0,506604.3364069647,5626559.499842161,85,82,258,2015-04-26,RGI60-02.02171,2776.8032,2776.3608,0.15025093,3.1182413,0.47162858,476.0,3324656.0,3441377800.0,4445908500.0,141.23161,185.51776,38.72612,-0.6444358,98.024345,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1141,0085_0083,50.79018138666667,-116.90634913333334,141.73333333333332,14.6,506601.0369855055,5626496.867436437,85,83,258,2015-04-26,RGI60-02.02171,2784.677,2785.3074,0.14343388,3.2063353,0.43000567,480.8326,3162816.0,3328310000.0,4285673500.0,146.95271,173.77826,37.834095,-0.70066565,73.0474,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1142,0085_0084,50.789731440000004,-116.9067276,146.8,15.0,506574.4236897191,5626446.7997631105,85,84,258,2015-04-26,RGI60-02.02171,2794.0808,2794.2146,0.1397205,3.2571962,0.36964548,495.0475,2982480.0,3197770000.0,4102032000.0,148.42256,167.84642,34.96374,-0.5487657,49.8439,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1143,0085_0087,50.78757621,-116.906024,122.4,13.0,506624.3224085793,5626207.201626897,85,87,258,2015-04-26,RGI60-02.02171,2822.1926,2819.72,0.12870304,3.4217377,0.50480545,490.35498,2487712.0,2815616000.0,3571364400.0,159.86703,145.36758,19.531528,-0.54376674,25.489227,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1144,0085_0088,50.78730001666667,-116.90588233333334,129.0,13.5,506634.3475042838,5626176.501716591,85,88,258,2015-04-26,RGI60-02.02171,2828.9883,2827.1638,0.13532844,3.3202176,0.6089309,435.41245,2372112.0,2720575200.0,3441002000.0,156.17404,135.6456,12.045363,-0.5328597,20.770687,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1145,0085_0093,50.78404613684211,-116.90631742105262,82.10526315789474,4.157894736842105,506604.1365856882,5625814.632535629,85,93,258,2015-04-26,RGI60-02.02171,2884.9421,2885.631,0.22654608,2.4372835,6.277477,192.33304,1752496.0,2152891400.0,2680098300.0,92.57393,74.468544,1.4353387,-1.283381,37.48817,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1146,0085_0098,50.78114222000001,-116.9065234,138.7,7.1,506590.02430012124,5625491.699795184,85,98,258,2015-04-26,RGI60-02.02171,2941.358,2944.0808,0.18445486,2.7571852,5.31658,136.0,873936.0,1184400000.0,1437055200.0,111.31563,53.8585,3.1402733,0.4852235,7.3599234,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1147,0085_0101,50.779115235,-116.90650955000001,101.1,10.45,506591.28565761494,5625266.301230676,85,101,258,2015-04-26,RGI60-02.02171,2960.6682,2961.8506,0.1474752,3.1533241,5.2517247,136.0,587248.0,835882500.0,999730050.0,105.63849,74.59331,4.8554974,-1.6068294,5.776245,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1148,0085_0102,50.778473261538466,-116.90639661538461,99.61538461538461,10.461538461538462,506599.3382072912,5625194.92421881,85,102,258,2015-04-26,RGI60-02.02171,2964.281,2967.0276,0.14815257,3.1446657,5.340655,152.05263,531760.0,766589500.0,913353600.0,96.587135,80.54047,5.405927,-1.1098964,6.8114495,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1149,0085_0103,50.77790585555555,-116.9063485,98.38888888888889,10.166666666666666,506602.8102529199,5625131.83322553,85,103,258,2015-04-26,RGI60-02.02171,2967.539,2973.7803,0.17391111,2.8562987,5.5027075,192.33304,471648.0,690467000.0,818798900.0,87.85981,76.940735,6.1519012,-0.39769632,6.390301,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1150,0086_0054,50.8077146375,-116.905672,42.875,2.0,506646.277750966,5628446.623768105,86,54,258,2015-04-26,RGI60-02.02171,2423.1995,2432.193,0.21256901,2.5322118,4.7550125,0.0,11333424.0,4445670400.0,6515118000.0,69.285225,35.110622,5.132943,-0.60333574,32.692364,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1151,0086_0055,50.807365322222225,-116.90568555555556,59.111111111111114,3.0,506645.37217762094,5628407.778669478,86,55,258,2015-04-26,RGI60-02.02171,2427.1208,2433.6597,0.17110258,2.8843374,4.912242,68.0,11268688.0,4468119600.0,6542104600.0,94.84564,60.953865,7.226827,-0.8259271,11.190452,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1152,0086_0056,50.806478299999995,-116.905672,84.14285714285714,4.0,506646.45316962275,5628309.142974862,86,56,258,2015-04-26,RGI60-02.02171,2436.791,2436.8584,0.13548027,3.3179846,5.131893,96.16652,11176208.0,4499451400.0,6579501000.0,110.22254,94.36944,10.964937,-0.7343869,15.577255,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1153,0086_0057,50.80604566,-116.905308,84.93333333333334,4.0,506672.1626558213,5628261.066187001,86,57,258,2015-04-26,RGI60-02.02171,2443.371,2441.2107,0.110172294,3.756268,5.3481236,136.0,11055984.0,4538897000.0,6626113500.0,120.833855,122.473305,14.146534,-0.7124433,23.648073,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1154,0086_0058,50.80568506666666,-116.90494633333333,86.66666666666667,4.333333333333333,506697.6978265304,5628221.000890789,86,58,258,2015-04-26,RGI60-02.02171,2448.3477,2445.7913,0.09181319,3.8724234,5.4820285,152.05263,10866400.0,4598342000.0,6695335000.0,132.60973,137.57425,16.504091,-0.73596853,26.721188,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1155,0086_0059,50.80461545,-116.905580625,132.625,7.0,506653.15611486987,5628102.002234689,86,59,258,2015-04-26,RGI60-02.02171,2451.896,2449.9243,0.07922112,3.8724234,5.5116186,192.33304,10736928.0,4637353000.0,6740149000.0,140.9219,145.27998,22.495417,-0.69778544,26.75604,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1156,0086_0060,50.80424393333333,-116.90509113333334,129.2,6.6,506687.7006383269,5628060.733747791,86,60,258,2015-04-26,RGI60-02.02171,2454.3127,2453.5305,0.07589095,3.8724234,5.4709067,245.17749,10649072.0,4662907400.0,6769144300.0,144.78928,141.51154,30.707056,-0.75089276,27.911644,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1157,0086_0061,50.803624038095236,-116.90553171428571,159.57142857142858,8.19047619047619,506656.74342435563,5627991.761645407,86,61,258,2015-04-26,RGI60-02.02171,2457.2004,2457.0374,0.08456462,3.8724234,5.4285636,288.49957,10551968.0,4689966000.0,6799365600.0,145.3424,141.9418,34.98935,-0.8523412,34.03852,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1158,0086_0062,50.80300051,-116.90525995,151.55,9.5,506675.9822590567,5627922.449855817,86,62,258,2015-04-26,RGI60-02.02171,2461.266,2461.0989,0.104724646,3.872315,5.4306393,340.0,10385504.0,4734485500.0,6848311000.0,132.66908,140.83733,38.85913,-0.9253939,42.52626,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1159,0086_0063,50.8026305,-116.90490533333333,143.66666666666666,7.666666666666667,506701.0236825173,5627881.336805396,86,63,258,2015-04-26,RGI60-02.02171,2466.563,2466.4443,0.13436766,3.334442,5.487158,366.1912,10246784.0,4769483300.0,6885889500.0,117.0235,138.16649,45.724842,-0.82909125,46.402206,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1160,0086_0064,50.801994611764705,-116.90532476470588,155.11764705882354,8.0,506671.5582192678,5627810.588166985,86,64,258,2015-04-26,RGI60-02.02171,2472.7837,2473.96,0.17201333,2.8751647,5.596256,396.50473,10034080.0,4818643000.0,6936726000.0,101.83987,135.84863,51.784573,-0.7201703,50.852654,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1161,0086_0076,50.794330442857145,-116.90533357142857,160.57142857142858,16.666666666666668,506672.0287821614,5626958.332689799,86,76,258,2015-04-26,RGI60-02.02171,2708.7935,2706.7236,0.17298596,2.8654544,0.20558397,480.8326,4674864.0,4228359700.0,5605380000.0,95.38114,149.23665,41.664864,-0.56464887,64.96303,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1162,0086_0077,50.79378593333334,-116.90538033333334,160.66666666666666,16.77777777777778,506668.81058858533,5626897.7791258395,86,77,258,2015-04-26,RGI60-02.02171,2720.923,2718.2993,0.17559285,2.8398533,0.2895408,495.0475,4485280.0,4135062800.0,5462316500.0,95.121704,150.24092,43.497097,-0.29557413,66.356674,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1163,0086_0078,50.79310288125,-116.9055301875,166.75,17.3125,506658.34586696816,5626821.810368493,86,78,258,2015-04-26,RGI60-02.02171,2733.582,2729.8484,0.17754477,2.821079,0.37269244,517.87256,4263328.0,4018779600.0,5286615600.0,100.52817,157.16913,44.236076,-0.40699658,67.16563,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1164,0086_0079,50.79271794545455,-116.90557681818181,174.8181818181818,18.181818181818183,506655.1139157927,5626779.001385043,86,79,258,2015-04-26,RGI60-02.02171,2744.2312,2741.027,0.176139,2.8345668,0.44896504,548.2335,4036752.0,3891899000.0,5097888000.0,110.01824,171.56923,41.803574,-0.4576862,78.51354,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1165,0086_0081,50.79125688571428,-116.905137,125.42857142857143,13.0,506686.32149459474,5626616.571553926,86,81,258,2015-04-26,RGI60-02.02171,2763.347,2761.774,0.16604628,2.93672,0.51047146,544.0,3639088.0,3649565200.0,4744285000.0,126.87948,192.6809,37.75986,-0.5039102,93.310234,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1166,0086_0082,50.790849477777776,-116.90562900000002,136.0,14.0,506651.7012117689,5626571.223519433,86,82,258,2015-04-26,RGI60-02.02171,2772.4912,2771.5417,0.15948562,3.008618,0.4826945,544.0,3431008.0,3513304800.0,4548538000.0,136.5488,183.99718,37.659233,-0.51001585,91.15164,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1167,0086_0088,50.786988854545456,-116.90578027272727,124.63636363636364,12.818181818181818,506641.5858391388,5626141.909753442,86,88,258,2015-04-26,RGI60-02.02171,2823.6504,2821.221,0.13883248,3.2696807,0.79654485,396.50473,2446096.0,2781666000.0,3524723700.0,155.27243,139.84435,11.650569,-0.50083554,28.85988,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1168,0086_0089,50.786493275,-116.9056614375,105.25,10.9375,506650.0328776824,5626086.8121544765,86,89,258,2015-04-26,RGI60-02.02171,2827.58,2828.1863,0.16121149,2.9892511,0.7488443,340.0,2358240.0,2708951300.0,3425118500.0,147.80832,143.67667,7.6219316,-0.5044773,16.371883,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1169,0086_0090,50.78587065263158,-116.90563736842104,80.47368421052632,8.368421052631579,506651.8178921474,5626017.578929745,86,90,258,2015-04-26,RGI60-02.02171,2834.134,2837.421,0.1936267,2.6780634,0.60605186,288.49957,2233392.0,2602534700.0,3280221200.0,134.62607,156.53786,5.1094794,-0.42183474,19.595072,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1170,0086_0091,50.785265550000005,-116.90534545454547,58.09090909090909,3.409090909090909,506672.48164563277,5625950.318038077,86,91,258,2015-04-26,RGI60-02.02171,2847.7617,2850.1042,0.23145127,2.4061587,0.43423203,245.17749,2108544.0,2492009500.0,3130917000.0,115.37845,142.92139,3.3004222,-0.6358874,45.64361,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1171,0086_0092,50.78477542307692,-116.90503092307692,48.61538461538461,2.1538461538461537,506694.7238780945,5625895.844529275,86,92,258,2015-04-26,RGI60-02.02171,2865.2834,2866.498,0.264143,2.2227802,0.25211334,192.33304,1909712.0,2307304000.0,2883942700.0,92.147255,103.600426,1.7282705,-0.9655873,51.92013,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1172,0086_0093,50.78411954117647,-116.90534588235293,66.05882352941177,3.3529411764705883,506672.61454208335,5625822.882280896,86,93,258,2015-04-26,RGI60-02.02171,2885.2183,2885.7244,0.28067756,2.1432626,0.044163343,152.05263,1747872.0,2148211500.0,2673966300.0,75.5053,46.367573,0.92117006,-1.3352549,21.204844,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1173,0086_0100,50.77968894285714,-116.90521407142856,63.07142857142857,6.357142857142857,506682.5380084209,5625330.213520362,86,100,258,2015-04-26,RGI60-02.02171,2964.3635,2966.784,0.15547219,3.05498,5.1640253,68.0,541008.0,778200600.0,927807900.0,79.641754,,3.7769651,-0.46919787,4.3550572,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1174,0086_0101,50.7791120875,-116.9052615,71.5,7.3125,506679.2763701045,5625266.063200565,86,101,258,2015-04-26,RGI60-02.02171,2969.6199,2971.0732,0.14093837,3.2402794,5.189346,68.0,504016.0,731592600.0,869839300.0,79.34513,35.499302,4.8875985,-0.68163383,6.094445,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1175,0086_0102,50.77852055,-116.90563075,82.1,8.65,506653.32737260405,5625200.251243027,86,102,258,2015-04-26,RGI60-02.02171,2972.8496,2975.642,0.1413958,3.2339857,5.3442955,96.16652,453152.0,666805000.0,789483600.0,86.10569,48.191433,5.224224,-0.7250293,6.295031,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1176,0087_0058,50.80540971875,-116.9043390625,82.3125,4.0,506740.5271770405,5628190.437421225,87,58,258,2015-04-26,RGI60-02.02171,2450.6821,2450.2822,0.09175519,3.8724234,5.167207,96.16652,10723056.0,4641440000.0,6744807400.0,118.73031,79.6289,10.386151,-0.6209078,16.00497,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1177,0087_0059,50.80504573333334,-116.90393533333334,85.33333333333333,4.333333333333333,506769.02755547967,5628149.999091554,87,59,258,2015-04-26,RGI60-02.02171,2454.25,2453.3623,0.07389917,3.8724234,5.4242344,152.05263,10658320.0,4660275000.0,6766182000.0,126.387505,108.47838,15.077851,-0.6401241,23.483345,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1178,0087_0060,50.80407463076923,-116.90448969230769,116.3076923076923,6.076923076923077,506730.10515176406,5628041.961903741,87,60,258,2015-04-26,RGI60-02.02171,2457.078,2456.8594,0.0735836,3.8724234,5.5760436,192.33304,10561216.0,4687432000.0,6796553700.0,132.45525,120.68488,22.330112,-0.6626451,25.801071,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1179,0087_0061,50.803625611111116,-116.90422199999999,120.88888888888889,6.055555555555555,506749.03270200104,5627992.055297608,87,61,258,2015-04-26,RGI60-02.02171,2460.7988,2460.984,0.0871137,3.8724234,5.61361,245.17749,10394752.0,4732064000.0,6845670000.0,130.95999,122.3945,27.058582,-0.69108814,30.65656,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
1180,0087_0062,50.80296685,-116.90433279166666,134.125,6.916666666666667,506741.32047327067,5627918.791007541,87,62,258,2015-04-26,RGI60-02.02171,2465.9187,2466.1724,0.11189015,3.7215588,5.603092,280.3712,10260656.0,4766070000.0,6882263000.0,121.446075,127.374725,31.095287,-0.74057037,44.010544,-116.93,50.8069,16.898,2004,False,2534.7393,1793.9579,3199.128,7344.0,1.4866267652564356,-586.9,0.4021252729496723,-6.493310846529997,1789.0117133363265,2297.426399942829,13.619341888146511
