,ij_grid,latitude,longitude,thickness,thickness_uncertainty,x_proj,y_proj,i_grid,j_grid,survey_id,date,rgi_id,topo,topo_smoothed,slope,slope_factor,aspect,dis_from_border,catchment_area,lin_mb_above_z,oggm_mb_above_z,consensus_ice_thickness,millan_ice_thickness,millan_v,hugonnet_dhdt,glacier_cenlon,glacier_cenlat,glacier_area_km2,glacier_outline_year,glacier_is_tidewater,glacier_median_elev,glacier_min_elev,glacier_max_elev,glacier_length,glacier_oggm_volume,glacier_reference_mb,glacier_aar,glacier_avg_temp,glacier_avg_prcpsol,glacier_avg_prcp,glacier_avg_meltingtemp
159,0052_0074,-16.280966714285714,-68.13991714285714,75.85714285714286,,591894.849922965,8199791.869960154,52,74,132,2012-08-09,RGI60-16.00543,5017.4463,5023.399,0.1966294,2.65345,0.7345812,62.0,2091136.0,270136540.0,997394400.0,73.08148,28.040998,3.328499,-1.8387206,-68.1439,-16.274,2.339,2000,False,5290.9697,4846.8086,5949.253,2976.0,0.1032003826689245,-547.6,0.4506580142525548,-0.8253148731541816,1703.362520672919,2185.7800028182373,10.098310337522108
160,0053_0073,-16.280761285714284,-68.139573,90.42857142857143,,591931.7176167571,8199814.441301189,53,73,132,2012-08-09,RGI60-16.00543,5015.935,5016.2725,0.14994165,3.1220987,1.1672393,93.0,2113239.0,250625710.0,929781300.0,86.491905,46.574905,3.5230029,-2.1657739,-68.1439,-16.274,2.339,2000,False,5290.9697,4846.8086,5949.253,2976.0,0.1032003826689245,-547.6,0.4506580142525548,-0.8253148731541816,1703.362520672919,2185.7800028182373,10.098310337522108
161,0054_0072,-16.28054416666667,-68.13926400000001,99.5,,591964.8357767302,8199838.321693845,54,72,132,2012-08-09,RGI60-16.00543,5013.269,5011.121,0.14510597,3.1841156,1.5262662,124.0,2129576.0,235911540.0,878405900.0,93.96308,67.67993,5.5770173,-2.251864,-68.1439,-16.274,2.339,2000,False,5290.9697,4846.8086,5949.253,2976.0,0.1032003826689245,-547.6,0.4506580142525548,-0.8253148731541816,1703.362520672919,2185.7800028182373,10.098310337522108
162,0054_0073,-16.280638,-68.139393,98.0,,591951.008250993,8199827.999158625,54,73,132,2012-08-09,RGI60-16.00543,5010.6504,5011.7935,0.15830417,3.0220704,1.2185735,93.0,2127654.0,237657620.0,884521500.0,89.250694,45.464195,4.1849713,-2.307625,-68.1439,-16.274,2.339,2000,False,5290.9697,4846.8086,5949.253,2976.0,0.1032003826689245,-547.6,0.4506580142525548,-0.8253148731541816,1703.362520672919,2185.7800028182373,10.098310337522108
163,0057_0067,-16.279037,-68.138402,41.333333333333336,,592057.6444720173,8200004.668309194,57,67,132,2012-08-09,RGI60-16.00543,5007.579,5002.1875,0.22348505,2.457259,1.9499193,131.52187,2152640.0,214623140.0,803423940.0,74.47094,45.3994,9.679697,-2.213163,-68.1439,-16.274,2.339,2000,False,5290.9697,4846.8086,5949.253,2976.0,0.1032003826689245,-547.6,0.4506580142525548,-0.8253148731541816,1703.362520672919,2185.7800028182373,10.098310337522108
164,0057_0068,-16.279362666666668,-68.138419,47.333333333333336,,592055.6761103217,8199968.648137659,57,68,132,2012-08-09,RGI60-16.00543,5003.9736,5000.103,0.21348777,2.5256677,1.8573295,155.0,2156484.0,211015260.0,790643600.0,85.87126,54.367867,12.183991,-2.277364,-68.1439,-16.274,2.339,2000,False,5290.9697,4846.8086,5949.253,2976.0,0.1032003826689245,-547.6,0.4506580142525548,-0.8253148731541816,1703.362520672919,2185.7800028182373,10.098310337522108
165,0057_0069,-16.279604,-68.13848949999999,47.0,,592048.0305104696,8199941.981685373,57,69,132,2012-08-09,RGI60-16.00543,5000.45,4998.3887,0.2096666,2.553186,1.8140874,175.36249,2160328.0,207383060.0,777748000.0,96.40589,59.811073,12.856513,-2.3415654,-68.1439,-16.274,2.339,2000,False,5290.9697,4846.8086,5949.253,2976.0,0.1032003826689245,-547.6,0.4506580142525548,-0.8253148731541816,1703.362520672919,2185.7800028182373,10.098310337522108
166,0057_0070,-16.27983,-68.138489,44.0,,592047.9785433898,8199916.979547129,57,70,132,2012-08-09,RGI60-16.00543,4998.873,4996.925,0.20631443,2.577996,1.7674317,186.0,2162250.0,205556780.0,771252600.0,104.01467,60.273937,10.94118,-2.4057667,-68.1439,-16.274,2.339,2000,False,5290.9697,4846.8086,5949.253,2976.0,0.1032003826689245,-547.6,0.4506580142525548,-0.8253148731541816,1703.362520672919,2185.7800028182373,10.098310337522108
167,0034_0027,4.81523835,-75.37320500000001,7.5,,458616.93245161243,532252.3958331178,34,27,131,2014-01-25,RGI60-16.01355,4676.1274,4689.41,0.19083697,2.7014847,6.0591,104.6518,3210305.0,191638910.0,949244350.0,42.294353,,,-3.2036104,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
168,0034_0028,4.8149766666666665,-75.37329528333333,9.833333333333334,,458606.90536731045,532223.4747813611,34,28,131,2014-01-25,RGI60-16.01355,4684.92,4697.506,0.23786627,2.367011,6.2202506,82.73451,3132272.0,209482930.0,1049339400.0,43.522778,,,-3.3468719,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
169,0034_0029,4.814555319999999,-75.37333884,13.0,,458602.0500156108,532176.9016800863,34,29,131,2014-01-25,RGI60-16.01355,4695.4126,4707.3164,0.2690502,2.198366,0.028791925,74.0,3037811.0,228556900.0,1159319800.0,44.407753,,,-3.2910094,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
170,0034_0030,4.814399466666667,-75.37331333333334,16.0,,458604.8689606775,532159.6720754458,34,30,131,2014-01-25,RGI60-16.01355,4709.1216,4717.902,0.27574706,2.1661747,0.08653026,52.3259,2915970.0,249410640.0,1283924000.0,46.296597,,,-2.98775,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
171,0034_0031,4.813983522222222,-75.37329666666668,14.11111111111111,,458606.6919410559,532113.6924858578,34,31,131,2014-01-25,RGI60-16.01355,4722.8237,4728.177,0.25775072,2.2556934,0.10695878,37.0,2779070.0,268594140.0,1403242000.0,46.9826,,,-2.6844907,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
172,0035_0027,4.8153183,-75.37316,5.0,,458621.9272063159,532261.2307934104,35,27,131,2014-01-25,RGI60-16.01355,4684.4404,4692.793,0.200153,2.625323,5.545436,117.00427,3178818.0,199062160.0,990606660.0,45.172417,,,-3.3767126,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
173,0035_0028,4.814987783333334,-75.37305070000001,16.333333333333332,,458634.0272039503,532224.6887925067,35,28,131,2014-01-25,RGI60-16.01355,4691.844,4699.577,0.22533736,2.4451194,5.8420806,117.00427,3115844.0,212993000.0,1069335550.0,48.532444,,,-3.5078146,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
174,0035_0029,4.81466165,-75.37305585,23.0,,458633.4364353117,532188.6382643749,35,29,131,2014-01-25,RGI60-16.01355,4699.722,4708.1323,0.24597824,2.3198612,6.038755,104.6518,3026859.0,230594980.0,1171286700.0,51.487423,,,-3.4835072,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
175,0035_0030,4.81422034,-75.37296832,16.0,,458643.1157425032,532139.850469161,35,30,131,2014-01-25,RGI60-16.01355,4708.7812,4717.6035,0.25299966,2.2810144,6.182562,82.73451,2918708.0,248983330.0,1281319000.0,54.038857,,,-3.2661145,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
176,0035_0031,4.8139077666666665,-75.37303613333334,18.333333333333332,,458635.57722415304,532105.3026617368,35,31,131,2014-01-25,RGI60-16.01355,4718.167,4727.1675,0.2461962,2.3186285,0.0024419657,74.0,2796867.0,266347790.0,1388988800.0,55.064743,,,-3.0487216,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
177,0035_0034,4.8129925,-75.37291582499999,22.5,,458648.86264436133,532004.1216266284,35,34,131,2014-01-25,RGI60-16.01355,4748.236,4751.5,0.17798948,2.8168478,6.2656884,37.0,2383429.0,303298530.0,1638852100.0,62.638454,,,-2.19539,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
178,0036_0026,4.8155017,-75.3726033,9.0,,458683.6691551357,532281.4701391723,36,26,131,2014-01-25,RGI60-16.01355,4685.722,4696.982,0.26361436,2.2254536,4.8098707,74.0,3137748.0,208291680.0,1042581200.0,39.875412,,,-3.4308712,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
179,0036_0027,4.81530823125,-75.3727071875,9.75,,458672.13768997154,532260.0903572262,36,27,131,2014-01-25,RGI60-16.01355,4692.342,4699.508,0.23660196,2.374592,5.1627088,111.0,3117213.0,212704830.0,1067688450.0,45.838562,,,-3.5498145,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
180,0036_0028,4.81490232,-75.37261768,16.0,,458682.03842807637,532215.2154324113,36,28,131,2014-01-25,RGI60-16.01355,4700.9614,4704.748,0.23579174,2.3794844,5.476754,148.0,3065191.0,223295360.0,1128649700.0,51.196144,,,-3.6687574,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
181,0036_0029,4.814616516666667,-75.37260613333332,12.5,,458683.3015613376,532183.6219805882,36,29,131,2014-01-25,RGI60-16.01355,4707.7607,4711.8125,0.23853883,2.3630044,5.7056217,133.4054,2989896.0,237228660.0,1210543600.0,56.307632,,,-3.676005,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
182,0036_0030,4.81423,-75.37271584999999,16.5,,458671.112053644,532140.9029980393,36,30,131,2014-01-25,RGI60-16.01355,4714.558,4719.8237,0.23507614,2.3838277,5.8824034,117.00427,2887221.0,253789860.0,1310758100.0,61.09267,,,-3.5444787,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
183,0036_0031,4.81406415,-75.37276415,26.0,,458665.7461838448,532122.5728316335,36,31,131,2014-01-25,RGI60-16.01355,4722.3438,4728.1313,0.22618009,2.439649,6.0273857,111.0,2780439.0,268423550.0,1402156700.0,65.593704,,,-3.4129524,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
184,0036_0033,4.8132886,-75.37260166666667,38.0,,458683.71674616745,532036.8335582041,36,33,131,2014-01-25,RGI60-16.01355,4738.8174,4744.0527,0.19982606,2.6278994,6.2162814,82.73451,2525805.0,294046300.0,1571758000.0,73.84527,,,-2.9440956,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
185,0036_0034,4.8130405666666665,-75.37268723333334,28.333333333333332,,458674.2135103761,532009.4210863562,36,34,131,2014-01-25,RGI60-16.01355,4745.8267,4751.252,0.18428816,2.7586813,6.251959,74.0,2395750.0,302620580.0,1633736800.0,74.06591,,,-2.6962395,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
186,0036_0039,4.8114333,-75.37254,1.0,,458690.44293829927,531831.7446357432,36,39,131,2014-01-25,RGI60-16.01355,4784.538,4777.6377,0.13914664,3.2652495,5.4866934,104.6518,1761903.0,311682980.0,1747952500.0,61.795208,,,-2.1955094,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
187,0037_0027,4.81521518,-75.37233768,17.6,,458713.10571553186,532249.7820917995,37,27,131,2014-01-25,RGI60-16.01355,4701.4336,4708.857,0.27764255,2.1572893,4.906343,111.0,3021383.0,231602290.0,1177216900.0,45.67788,,,-3.6552134,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
188,0037_0028,4.8150089,-75.37229330000001,23.0,,458718.0144509285,532226.9771786772,37,28,131,2014-01-25,RGI60-16.01355,4709.153,4712.4106,0.25682908,2.2605467,5.199691,148.0,2980313.0,238886820.0,1220429800.0,52.762054,,,-3.7795959,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
189,0037_0029,4.81457045,-75.37232295,16.5,,458714.7002109061,532178.5126291555,37,29,131,2014-01-25,RGI60-16.01355,4715.656,4717.957,0.24557008,2.3221738,5.4236827,165.46902,2914601.0,249623300.0,1285221500.0,60.494587,,,-3.816592,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
190,0037_0030,4.814281950000001,-75.37243388333333,19.333333333333332,,458702.38171595614,532146.628496302,37,30,131,2014-01-25,RGI60-16.01355,4722.124,4724.518,0.23259678,2.3990417,5.5931444,152.5549,2824247.0,262740700.0,1366291800.0,69.55331,,,-3.745016,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
191,0037_0031,4.813901116666667,-75.37239528333333,30.0,,458706.63900454,532104.5287754835,37,31,131,2014-01-25,RGI60-16.01355,4728.8296,4731.476,0.2174492,2.497959,5.736958,148.0,2722941.0,275277730.0,1446119700.0,77.946266,,,-3.6734405,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
192,0037_0032,4.813597216666667,-75.3723461,34.333333333333336,,458712.0744942864,532070.932640652,37,32,131,2014-01-25,RGI60-16.01355,4736.737,4738.489,0.20229644,2.6085975,5.8657093,133.4054,2607945.0,287062000.0,1523907700.0,82.47077,,,-3.5007968,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
193,0037_0033,4.81324945,-75.3723325,42.333333333333336,,458713.56160118687,532032.4896289239,37,33,131,2014-01-25,RGI60-16.01355,4744.2056,4745.35,0.18811679,2.7248554,5.979335,117.00427,2498425.0,296091620.0,1586142000.0,84.157005,,,-3.2932386,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
194,0037_0034,4.812934175,-75.372245625,42.5,,458723.1759541319,531997.6338225343,37,34,131,2014-01-25,RGI60-16.01355,4749.62,4751.9307,0.17522074,2.8434703,6.076653,111.0,2373846.0,303814850.0,1642768100.0,84.52221,,,-3.0862212,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
195,0037_0035,4.81263665,-75.372185,41.5,,458729.88058608194,531964.7416928362,37,35,131,2014-01-25,RGI60-16.01355,4755.3135,4758.1724,0.16404445,2.9581697,6.1550384,111.0,2252005.0,309201400.0,1685835400.0,82.701195,,,-2.8919992,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
196,0037_0037,4.8117767,-75.3722833,42.0,,458718.9285206824,531869.6886119024,37,37,131,2014-01-25,RGI60-16.01355,4767.1157,4769.671,0.14632566,3.1681643,6.209514,111.0,1967253.0,313938620.0,1741265400.0,78.48714,,,-2.5639746,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
197,0037_0038,4.811611266666667,-75.37242376666667,24.333333333333332,,458703.34251990676,531851.4100739382,37,38,131,2014-01-25,RGI60-16.01355,4773.4287,4774.956,0.13926762,3.2635472,6.1469603,117.00427,1823508.0,312895400.0,1749131400.0,75.70378,,,-2.5485935,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
198,0037_0039,4.811420625,-75.37235395,16.75,,458711.0728465034,531830.3322907444,37,39,131,2014-01-25,RGI60-16.01355,4780.0347,4779.9478,0.13692951,3.2968695,6.001742,133.4054,1707143.0,310182200.0,1744385800.0,71.26048,,,-2.5332122,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
199,0038_0027,4.81525534,-75.372072,18.4,,458742.568637906,532254.2053201485,38,27,131,2014-01-25,RGI60-16.01355,4711.0747,4720.2026,0.3165992,1.9938575,4.719821,117.00427,2881745.0,254606020.0,1315779700.0,46.816,,,-3.627914,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
200,0038_0028,4.814941383333333,-75.3719936,23.0,,458751.24327835784,532219.4957561061,38,28,131,2014-01-25,RGI60-16.01355,4717.537,4721.9204,0.27962995,2.1480768,4.9819646,152.5549,2861210.0,257603950.0,1334291300.0,54.48355,,,-3.7922304,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
201,0038_0029,4.8146122333333325,-75.37207886666667,19.0,,458741.7684612337,532183.1166087423,38,29,131,2014-01-25,RGI60-16.01355,4723.8623,4725.862,0.2554633,2.2677903,5.200422,188.66373,2810557.0,264573170.0,1377787500.0,66.38569,,,-3.8554342,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
202,0038_0030,4.81416,-75.3718667,25.0,,458765.2678118214,532133.1138365858,38,30,131,2014-01-25,RGI60-16.01355,4730.0435,4730.9824,0.2347525,2.385799,5.366093,188.66373,2733893.0,274013020.0,1437960600.0,78.77463,,,-3.7930129,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
203,0038_0031,4.81391125,-75.372052525,28.75,,458744.64718719077,532105.6281946986,38,31,131,2014-01-25,RGI60-16.01355,4735.5664,4736.6245,0.21489644,2.5157208,5.502063,185.0,2650384.0,282954100.0,1496471200.0,86.50818,,,-3.7305915,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
204,0038_0032,4.8137617,-75.372175,33.0,,458731.0572451879,532089.1043128805,38,32,131,2014-01-25,RGI60-16.01355,4741.7183,4742.452,0.19626907,2.656372,5.625367,165.46902,2551816.0,291977730.0,1557397600.0,89.9192,,,-3.590878,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
205,0038_0033,4.813325,-75.3720028,45.333333333333336,,458750.1257547768,532040.8210128559,38,33,131,2014-01-25,RGI60-16.01355,4748.1113,4748.2676,0.17894502,2.8078134,5.74403,152.5549,2457355.0,298919260.0,1606386700.0,92.4856,,,-3.4244635,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
206,0038_0035,4.8124717,-75.3721567,41.0,,458733.0087683385,531946.5063810693,38,35,131,2014-01-25,RGI60-16.01355,4758.8013,4759.4053,0.15057574,3.1142035,5.993649,148.0,2221887.0,310189250.0,1694520200.0,93.56612,,,-3.1135066,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
207,0038_0036,4.812199433333333,-75.37201776666667,41.0,,458748.39835807454,531916.4015845476,38,36,131,2014-01-25,RGI60-16.01355,4764.084,4764.6987,0.14277619,3.2151892,6.1243453,148.0,2097308.0,312967800.0,1722868700.0,91.52915,,,-2.9681122,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
208,0038_0037,4.8119561,-75.37208666666668,41.0,,458740.74354659923,531889.5076373584,38,37,131,2014-01-25,RGI60-16.01355,4768.794,4769.909,0.14026155,3.249652,6.233486,148.0,1964515.0,313937760.0,1741528200.0,89.069984,,,-2.863527,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
209,0038_0038,4.81152468,-75.37201532,39.2,,458748.629040848,531841.814088634,38,38,131,2014-01-25,RGI60-16.01355,4774.7046,4775.134,0.1417591,3.2290103,0.009385706,152.5549,1819401.0,312829340.0,1749140700.0,85.163795,,,-2.8389277,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
210,0038_0039,4.81135445,-75.3720714,34.0,,458742.4002051355,531823.0002225523,38,39,131,2014-01-25,RGI60-16.01355,4781.156,4780.4697,0.14649624,3.1659505,6.2830067,165.46902,1687977.0,309579550.0,1742671400.0,79.40931,,,-2.8143284,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
211,0038_0041,4.8106029,-75.37203,23.5,,458746.9457174189,531739.921259867,38,41,131,2014-01-25,RGI60-16.01355,4792.7876,4792.1284,0.17731115,2.8233087,6.0902166,199.2511,1451140.0,297758370.0,1694994600.0,69.39487,,,-2.5710788,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
212,0038_0042,4.810359999999999,-75.3720117,18.0,,458748.96034644765,531713.0699488979,38,42,131,2014-01-25,RGI60-16.01355,4801.3647,4799.067,0.21083088,2.5447168,5.9800487,188.66373,1301919.0,286235500.0,1640112100.0,66.274765,,,-2.4278038,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
213,0038_0043,4.80990055,-75.37202721666667,13.0,,458747.21208148525,531662.2832080495,38,43,131,2014-01-25,RGI60-16.01355,4811.181,4807.243,0.25319624,2.2799518,5.8967314,185.0,1130794.0,269084320.0,1552899600.0,64.21906,,,-2.3787675,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
214,0038_0044,4.80965166,-75.37197132,14.6,,458753.39537736744,531634.7674927654,38,44,131,2014-01-25,RGI60-16.01355,4821.388,4816.8022,0.29445776,2.0825057,5.832528,188.66373,919968.0,242463940.0,1411289300.0,64.11784,,,-2.3365605,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
215,0038_0045,4.809291383333334,-75.37188418333334,19.0,,458763.03612038103,531594.9371928963,38,45,131,2014-01-25,RGI60-16.01355,4834.275,4827.445,0.3236569,1.9676557,5.7696486,199.2511,759795.0,217214100.0,1272201300.0,65.17359,,,-2.2667494,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
216,0038_0046,4.80893982,-75.37204484,15.0,,458745.2000479816,531556.0850225666,38,46,131,2014-01-25,RGI60-16.01355,4850.256,4838.424,0.335093,1.9270847,5.6934485,215.74522,618788.0,190384540.0,1120753500.0,65.469505,,,-2.104384,-75.3715,4.80506,3.812,2000,False,4772.4683,4613.041,4935.233,1332.0,0.1542564283575494,-1643.7,0.0678736998856002,2.0868793679128346,426.7268018112194,4921.144177614513,37.04255241495412
