,ij_grid,latitude,longitude,thickness,thickness_uncertainty,x_proj,y_proj,i_grid,j_grid,survey_id,date,rgi_id,topo,topo_smoothed,slope,slope_factor,aspect,dis_from_border,catchment_area,lin_mb_above_z,oggm_mb_above_z,consensus_ice_thickness,millan_ice_thickness,millan_v,itslive_v,hugonnet_dhdt,glacier_cenlon,glacier_cenlat,glacier_area_km2,glacier_outline_year,glacier_is_tidewater,glacier_median_elev,glacier_min_elev,glacier_max_elev,glacier_length,glacier_oggm_volume,glacier_reference_mb,glacier_aar,glacier_avg_temp,glacier_avg_prcpsol,glacier_avg_prcp,glacier_avg_meltingtemp
0,0021_0031,-54.400939651162794,-70.87970453488373,104.18604651162791,,377980.2879433399,3970240.37605234,21,31,293,2016-04-01,RGI60-17.03160,103.470116,101.055405,0.13950576,3.2602036,3.862183,246.0,25672232.0,1502366800.0,3673624300.0,142.3714,162.85976,45.983253,30.013908,-2.6613193,-70.8204,-54.4147,26.372,2000,False,735.2166748046875,5.930320262908936,2031.4913330078125,9348.0,2.745737050149395,-354.0,0.5865324355273037,-1.6858804826257856,1824.099367222912,2312.1562874879137,9.916487068490644
1,0022_0030,-54.400575312499996,-70.87857166666667,121.88541666666667,,378052.7378570691,3970282.8698320235,22,30,293,2016-04-01,RGI60-17.03160,117.97163,115.90157,0.11215432,3.716297,3.9719338,328.0,25362928.0,2062259200.0,4997150700.0,170.85081,180.9948,63.56222,52.001488,-2.510348,-70.8204,-54.4147,26.372,2000,False,735.2166748046875,5.930320262908936,2031.4913330078125,9348.0,2.745737050149395,-354.0,0.5865324355273037,-1.6858804826257856,1824.099367222912,2312.1562874879137,9.916487068490644
2,0022_0031,-54.40074875,-70.87917625,109.0,,378014.0106192824,3970262.528477693,22,31,293,2016-04-01,RGI60-17.03160,110.54023,108.40463,0.1306529,3.391006,3.86701,246.0,25537752.0,1747650800.0,4255218700.0,149.61894,164.92471,47.39434,30.625637,-2.72812,-70.8204,-54.4147,26.372,2000,False,735.2166748046875,5.930320262908936,2031.4913330078125,9348.0,2.745737050149395,-354.0,0.5865324355273037,-1.6858804826257856,1824.099367222912,2312.1562874879137,9.916487068490644
3,0023_0030,-54.40029347368421,-70.87732715789474,138.42105263157896,,378132.68005489395,3970316.3775821766,23,30,293,2016-04-01,RGI60-17.03160,124.01519,122.53167,0.10815035,3.7982473,3.96507,328.0,25235172.0,2289536300.0,5530731500.0,178.77734,177.95528,58.77985,53.5043,-2.5661082,-70.8204,-54.4147,26.372,2000,False,735.2166748046875,5.930320262908936,2031.4913330078125,9348.0,2.745737050149395,-354.0,0.5865324355273037,-1.6858804826257856,1824.099367222912,2312.1562874879137,9.916487068490644
4,0024_0027,-54.39839404255319,-70.87546680851064,234.14893617021278,,378247.80530306953,3970530.9035252486,24,27,293,2016-04-01,RGI60-17.03160,138.04703,138.34747,0.07706452,3.8724234,4.501858,574.0,24831732.0,2993384400.0,7171005400.0,232.06569,215.02449,85.55705,80.39387,-2.1558664,-70.8204,-54.4147,26.372,2000,False,735.2166748046875,5.930320262908936,2031.4913330078125,9348.0,2.745737050149395,-354.0,0.5865324355273037,-1.6858804826257856,1824.099367222912,2312.1562874879137,9.916487068490644
5,0024_0028,-54.398932631578944,-70.87562368421054,199.3421052631579,,378239.2177782377,3970470.715065401,24,28,293,2016-04-01,RGI60-17.03160,137.39178,136.77945,0.08285847,3.8724234,4.380802,492.0,24885524.0,2900551200.0,6955538400.0,218.06203,208.56364,78.156456,73.55131,-2.296809,-70.8204,-54.4147,26.372,2000,False,735.2166748046875,5.930320262908936,2031.4913330078125,9348.0,2.745737050149395,-354.0,0.5865324355273037,-1.6858804826257856,1824.099367222912,2312.1562874879137,9.916487068490644
6,0024_0029,-54.39971137931035,-70.87579931034483,167.95172413793102,,378230.1249692328,3970383.7767806076,24,29,293,2016-04-01,RGI60-17.03160,135.77834,133.91357,0.09143488,3.8724234,4.1657357,410.0,24972936.0,2749177000.0,6603754500.0,202.20705,199.32445,67.5428,64.56939,-2.5368307,-70.8204,-54.4147,26.372,2000,False,735.2166748046875,5.930320262908936,2031.4913330078125,9348.0,2.745737050149395,-354.0,0.5865324355273037,-1.6858804826257856,1824.099367222912,2312.1562874879137,9.916487068490644
7,0024_0030,-54.40008944444444,-70.87659055555555,148.72222222222223,,378179.88660198456,3970340.349622267,24,30,293,2016-04-01,RGI60-17.03160,131.44331,128.96262,0.10655454,3.8322763,3.9534502,328.0,25093968.0,2537979600.0,6111539000.0,187.18456,176.87064,56.367218,53.93219,-2.4542975,-70.8204,-54.4147,26.372,2000,False,735.2166748046875,5.930320262908936,2031.4913330078125,9348.0,2.745737050149395,-354.0,0.5865324355273037,-1.6858804826257856,1824.099367222912,2312.1562874879137,9.916487068490644
8,0025_0027,-54.39817644444444,-70.87467277777777,254.82222222222222,,378298.70233536704,3970556.482934282,25,27,293,2016-04-01,RGI60-17.03160,145.14363,144.52016,0.07465146,3.8724234,4.560296,574.0,24623288.0,3350524200.0,7997713000.0,241.02199,216.5472,82.046295,82.520645,-2.055676,-70.8204,-54.4147,26.372,2000,False,735.2166748046875,5.930320262908936,2031.4913330078125,9348.0,2.745737050149395,-354.0,0.5865324355273037,-1.6858804826257856,1824.099367222912,2312.1562874879137,9.916487068490644
9,0026_0026,-54.39764434782609,-70.87318695652174,268.6521739130435,,378393.57474508754,3970618.2437629276,26,26,293,2016-04-01,RGI60-17.03160,149.59595,150.50607,0.06451385,3.8724234,4.73291,661.10516,24441740.0,3658414000.0,8707727000.0,248.26112,221.80865,84.60339,89.49566,-1.9557714,-70.8204,-54.4147,26.372,2000,False,735.2166748046875,5.930320262908936,2031.4913330078125,9348.0,2.745737050149395,-354.0,0.5865324355273037,-1.6858804826257856,1824.099367222912,2312.1562874879137,9.916487068490644
